selling_price,km_driven,fuel,seller_type,transmission,owner,age,brand
420000,24000,Petrol,Individual,Automatic,First Owner,8,Maruti
550000,10000,Petrol,Individual,Manual,First Owner,7,Tata
550000,78000,Diesel,Individual,Manual,Third Owner,10,Maruti
760000,50000,Diesel,Individual,Manual,First Owner,8,Mahindra
250000,20000,Petrol,Individual,Manual,First Owner,8,Maruti
500000,1250,Petrol,Individual,Manual,First Owner,7,Hyundai
380000,17152,Petrol,Individual,Manual,First Owner,11,Tata
1850000,5000,Diesel,Individual,Automatic,First Owner,7,Mahindra
350000,77000,Diesel,Individual,Manual,First Owner,14,Volkswagen
195000,90000,Diesel,Individual,Manual,Second Owner,18,Hyundai
225000,80000,Petrol,Individual,Manual,Second Owner,15,Chevrolet
1125000,65000,Diesel,Individual,Manual,First Owner,11,Toyota
133000,80000,Diesel,Individual,Manual,First Owner,15,Tata
200000,24005,Petrol,Individual,Manual,First Owner,13,Hyundai
940000,20000,Diesel,Individual,Manual,First Owner,8,Maruti
400000,120000,Diesel,Individual,Manual,First Owner,12,Renault
120000,120000,Petrol,Individual,Manual,Second Owner,17,Hyundai
625000,80000,Diesel,Individual,Manual,First Owner,11,Maruti
110000,80000,Petrol,Individual,Manual,First Owner,21,Maruti
490000,100000,Diesel,Individual,Manual,First Owner,14,Renault
140000,120000,Petrol,Individual,Manual,Second Owner,17,Maruti
175000,149000,Diesel,Individual,Manual,Second Owner,15,Ford
90000,65000,Petrol,Individual,Manual,Second Owner,21,Maruti
275000,100000,Diesel,Individual,Manual,Second Owner,17,Maruti
300000,65000,Diesel,Individual,Manual,Second Owner,15,Volkswagen
270000,19000,Petrol,Individual,Manual,Second Owner,8,Datsun
130000,80000,Petrol,Individual,Manual,Second Owner,16,Chevrolet
275000,30000,Petrol,Individual,Manual,First Owner,11,Maruti
352000,109000,Diesel,Individual,Manual,First Owner,14,Maruti
180000,90000,LPG,Individual,Manual,First Owner,14,Hyundai
150000,90000,Petrol,Individual,Manual,First Owner,14,Maruti
300000,110000,Diesel,Individual,Manual,Second Owner,16,Maruti
225000,120000,Diesel,Individual,Manual,First Owner,19,Mahindra
600000,44000,Diesel,Individual,Manual,First Owner,12,Honda
500000,80000,Petrol,Individual,Manual,First Owner,11,Maruti
900000,5000,Petrol,Individual,Manual,First Owner,8,Honda
600000,61000,Petrol,Individual,Manual,First Owner,10,Hyundai
450000,100000,Diesel,Individual,Manual,Second Owner,15,Toyota
270000,27633,Petrol,Individual,Manual,First Owner,17,Hyundai
310000,100000,Diesel,Individual,Manual,Third Owner,16,Maruti
250000,100000,LPG,Individual,Manual,First Owner,14,Hyundai
700000,12586,Petrol,Dealer,Manual,First Owner,7,Ford
650000,38083,Diesel,Dealer,Manual,First Owner,8,Fiat
400000,55328,Diesel,Dealer,Manual,First Owner,14,Ford
425000,81632,Diesel,Dealer,Manual,First Owner,14,Ford
600000,155201,Diesel,Dealer,Manual,First Owner,10,Ford
600000,93283,Diesel,Dealer,Manual,First Owner,13,Ford
300000,217871,Diesel,Dealer,Manual,First Owner,17,Maruti
450000,90165,Diesel,Dealer,Manual,First Owner,14,Ford
750000,101504,Diesel,Dealer,Manual,First Owner,12,Ford
325000,86017,Diesel,Dealer,Manual,Second Owner,16,Ford
900000,85036,Diesel,Dealer,Manual,Second Owner,13,Mahindra
180000,91086,Petrol,Dealer,Manual,Second Owner,20,Ford
350000,160254,Diesel,Dealer,Manual,Second Owner,13,Fiat
600000,125531,Diesel,Dealer,Manual,Second Owner,13,Ford
900000,60000,Diesel,Individual,Manual,First Owner,7,Honda
350000,100000,Diesel,Individual,Manual,First Owner,20,Skoda
280000,90000,Diesel,Individual,Manual,Third Owner,13,Maruti
225000,120000,Diesel,Individual,Manual,Second Owner,17,Mahindra
520000,82000,Diesel,Individual,Manual,First Owner,12,Honda
509999,60000,Diesel,Individual,Manual,First Owner,10,Mahindra
556000,24000,Petrol,Individual,Manual,First Owner,7,Maruti
225000,120000,Diesel,Individual,Manual,First Owner,12,Tata
325000,65000,Diesel,Dealer,Manual,First Owner,13,Honda
365000,65000,Diesel,Dealer,Manual,First Owner,13,Maruti
850000,84000,Diesel,Dealer,Manual,First Owner,11,Hyundai
350000,75000,Diesel,Dealer,Manual,First Owner,13,Toyota
225000,50000,Diesel,Dealer,Manual,First Owner,19,Maruti
135000,50000,Petrol,Individual,Manual,First Owner,15,Maruti
140000,49000,Petrol,Dealer,Manual,First Owner,19,Maruti
275000,14365,Petrol,Dealer,Manual,First Owner,11,Renault
2750000,41000,Diesel,Individual,Automatic,First Owner,9,Toyota
484999,65000,Diesel,Dealer,Manual,First Owner,13,Hyundai
565000,65000,Diesel,Dealer,Manual,First Owner,11,Maruti
425000,61083,Diesel,Dealer,Manual,First Owner,13,Maruti
925000,75000,Diesel,Individual,Manual,First Owner,13,Toyota
565000,72000,Diesel,Dealer,Manual,First Owner,14,Mahindra
525000,65000,Diesel,Dealer,Manual,First Owner,12,Renault
1650000,55000,Diesel,Dealer,Manual,First Owner,9,Hyundai
295000,21000,Petrol,Dealer,Manual,Second Owner,11,Hyundai
2050000,66363,Petrol,Dealer,Automatic,Second Owner,14,Other
1475000,11700,Petrol,Dealer,Automatic,First Owner,8,Hyundai
1100000,10000,Petrol,Individual,Automatic,First Owner,9,Hyundai
670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,10,Maruti
750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,11,Maruti
760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,11,Hyundai
850000,20000,Petrol,Dealer,Automatic,Second Owner,9,Volkswagen
390000,61585,Diesel,Trustmark Dealer,Manual,First Owner,11,Renault
450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,10,Maruti
425000,29654,Petrol,Trustmark Dealer,Manual,First Owner,12,Honda
770000,64672,Diesel,Trustmark Dealer,Manual,First Owner,10,Maruti
1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,11,Hyundai
775000,66521,Petrol,Trustmark Dealer,Manual,First Owner,11,Honda
1725000,23974,Diesel,Dealer,Automatic,Second Owner,8,Toyota
2150000,43000,Diesel,Dealer,Automatic,First Owner,10,BMW
1580000,86000,Diesel,Dealer,Automatic,First Owner,13,Audi
535000,52600,Diesel,Individual,Manual,First Owner,10,Hyundai
225000,110000,Petrol,Individual,Manual,Second Owner,14,Maruti
550000,19890,Petrol,Dealer,Automatic,First Owner,9,Hyundai
625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,11,Maruti
520000,10510,Petrol,Dealer,Automatic,First Owner,9,Hyundai
239000,41000,Petrol,Dealer,Manual,First Owner,10,Chevrolet
2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,9,Toyota
229999,49824,Petrol,Dealer,Manual,First Owner,14,Hyundai
1300000,58500,Diesel,Dealer,Automatic,First Owner,13,Audi
80000,56580,Petrol,Dealer,Manual,First Owner,21,Hyundai
385000,52000,Diesel,Dealer,Manual,First Owner,14,Skoda
600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,9,Maruti
350000,50000,Petrol,Individual,Manual,Second Owner,13,Hyundai
114999,30000,Petrol,Individual,Manual,First Owner,12,Maruti
380000,50000,Petrol,Individual,Manual,Second Owner,13,Hyundai
95000,100000,Petrol,Individual,Manual,Second Owner,31,Maruti
900000,35000,Diesel,Individual,Manual,First Owner,10,Mahindra
200999,90000,Petrol,Individual,Manual,Second Owner,14,Chevrolet
229999,11451,Petrol,Individual,Manual,First Owner,12,Maruti
800000,60000,Diesel,Individual,Manual,First Owner,7,Tata
150000,172000,Diesel,Individual,Manual,Second Owner,14,Mahindra
600000,60000,Diesel,Individual,Manual,First Owner,8,Maruti
150000,150000,Diesel,Individual,Manual,First Owner,21,Chevrolet
150000,66000,Diesel,Individual,Manual,First Owner,17,Chevrolet
380000,5000,Petrol,Individual,Manual,First Owner,7,Maruti
80000,66508,Petrol,Individual,Manual,Second Owner,20,Maruti
225000,55000,Petrol,Individual,Manual,Second Owner,19,Honda
75000,29900,Petrol,Individual,Manual,First Owner,14,Tata
1600000,3000,Diesel,Individual,Manual,First Owner,9,Tata
185000,85000,Diesel,Individual,Manual,First Owner,14,Tata
425000,50000,Diesel,Individual,Manual,First Owner,15,Mahindra
100000,120000,Diesel,Individual,Manual,Second Owner,16,Tata
140000,90000,Petrol,Individual,Manual,Third Owner,18,Maruti
710000,8000,Petrol,Individual,Automatic,First Owner,9,Maruti
450000,7900,Petrol,Individual,Automatic,First Owner,11,Honda
210000,50000,Petrol,Individual,Manual,First Owner,9,Datsun
270000,25000,Petrol,Individual,Manual,First Owner,10,Maruti
110000,20000,Petrol,Individual,Manual,First Owner,17,Maruti
540000,17500,Petrol,Individual,Manual,First Owner,8,Maruti
145000,25000,Petrol,Individual,Manual,First Owner,18,Mahindra
360000,206500,Diesel,Individual,Manual,First Owner,13,Tata
250000,88600,LPG,Individual,Manual,First Owner,13,Hyundai
110000,80000,Diesel,Individual,Manual,First Owner,14,Tata
250000,100000,Diesel,Individual,Manual,Fourth & Above Owner,18,Chevrolet
150000,186000,Diesel,Individual,Manual,Second Owner,15,Ford
140000,60000,Petrol,Individual,Manual,First Owner,16,Chevrolet
925000,11000,Petrol,Individual,Manual,First Owner,7,Maruti
969999,30000,Diesel,Individual,Manual,First Owner,9,Tata
90000,80000,CNG,Individual,Manual,Third Owner,19,Hyundai
55000,60000,Petrol,Individual,Manual,Third Owner,25,Hyundai
155000,100000,Diesel,Individual,Manual,Fourth & Above Owner,19,Hyundai
900000,15000,Diesel,Individual,Manual,First Owner,7,Mahindra
135000,90000,Petrol,Individual,Manual,First Owner,15,Maruti
180000,120000,Petrol,Individual,Manual,First Owner,14,Maruti
495000,100000,Diesel,Individual,Manual,Second Owner,13,Hyundai
400000,138000,Diesel,Individual,Manual,Third Owner,17,Toyota
250000,110000,Diesel,Individual,Manual,Second Owner,18,Hyundai
138000,120000,Petrol,Individual,Manual,Fourth & Above Owner,11,Maruti
311000,70000,Petrol,Individual,Automatic,Second Owner,15,Honda
190000,70000,Petrol,Individual,Manual,First Owner,11,Maruti
311000,140000,Diesel,Individual,Manual,First Owner,15,Mahindra
300000,15000,Petrol,Individual,Manual,First Owner,17,Maruti
600000,20000,Petrol,Individual,Manual,First Owner,8,Honda
550000,100000,Diesel,Individual,Manual,First Owner,17,Mahindra
600000,70000,Petrol,Individual,Automatic,First Owner,11,Skoda
195000,5000,Petrol,Individual,Manual,First Owner,8,Maruti
58000,27974,Petrol,Individual,Manual,First Owner,13,Tata
183000,40000,Petrol,Individual,Manual,First Owner,8,Maruti
95000,80000,Petrol,Individual,Manual,First Owner,19,Maruti
250000,38000,Petrol,Individual,Manual,First Owner,13,Maruti
400000,35000,Petrol,Individual,Manual,First Owner,12,Tata
409999,60000,Diesel,Individual,Manual,Second Owner,14,Hyundai
120000,120000,Diesel,Individual,Manual,Second Owner,22,Skoda
600000,18000,Petrol,Individual,Automatic,First Owner,8,Maruti
600000,10000,Petrol,Individual,Manual,First Owner,10,Honda
825000,90000,Diesel,Individual,Manual,Third Owner,11,Mahindra
625000,80000,Diesel,Individual,Manual,Second Owner,10,Toyota
700000,1400,Diesel,Individual,Manual,First Owner,6,Hyundai
160000,60000,Petrol,Individual,Manual,First Owner,15,Chevrolet
114999,60000,Petrol,Individual,Manual,Third Owner,15,Maruti
150000,53000,Petrol,Individual,Manual,First Owner,17,Maruti
250000,100000,Diesel,Dealer,Manual,First Owner,16,Volkswagen
390000,86000,Diesel,Dealer,Manual,Second Owner,14,Hyundai
650000,100000,Diesel,Individual,Manual,First Owner,11,Renault
600000,30000,Diesel,Individual,Manual,First Owner,10,Hyundai
250000,120000,Petrol,Individual,Manual,First Owner,15,Hyundai
229999,60000,LPG,Individual,Manual,Second Owner,15,Hyundai
299000,50000,Diesel,Individual,Manual,Second Owner,10,Maruti
330000,124000,Diesel,Individual,Manual,Second Owner,16,Chevrolet
180000,100000,Petrol,Individual,Manual,Third Owner,14,Hyundai
475000,42000,Petrol,Individual,Manual,First Owner,9,Hyundai
325000,100000,Diesel,Individual,Manual,First Owner,11,Hyundai
639000,28205,Petrol,Dealer,Manual,First Owner,10,Honda
415000,32670,Petrol,Dealer,Automatic,First Owner,9,Maruti
1199000,30093,Diesel,Dealer,Automatic,First Owner,10,Hyundai
525000,56228,CNG,Dealer,Manual,First Owner,13,Maruti
425000,59319,Petrol,Dealer,Manual,First Owner,13,Hyundai
699000,39503,Diesel,Dealer,Manual,First Owner,10,Maruti
325000,35299,Petrol,Dealer,Manual,First Owner,13,Hyundai
275000,51687,Petrol,Dealer,Manual,First Owner,15,Toyota
269000,76259,Petrol,Dealer,Automatic,First Owner,15,Volkswagen
399000,44049,Diesel,Dealer,Manual,First Owner,13,Volkswagen
475000,45087,Diesel,Dealer,Manual,First Owner,9,Mahindra
249000,41125,Petrol,Dealer,Manual,First Owner,15,Toyota
1549000,42215,Diesel,Dealer,Automatic,First Owner,12,Audi
254999,54206,Petrol,Dealer,Manual,First Owner,15,Volkswagen
269000,52547,Petrol,Dealer,Manual,First Owner,14,Skoda
665000,59110,Diesel,Dealer,Manual,First Owner,12,Maruti
299000,54565,Petrol,Dealer,Manual,First Owner,12,Maruti
265000,47564,Petrol,Dealer,Manual,Second Owner,16,Hyundai
211000,45143,Petrol,Dealer,Manual,Second Owner,16,Volkswagen
599000,61624,Petrol,Dealer,Automatic,Second Owner,13,Skoda
55000,195000,Diesel,Individual,Manual,Third Owner,19,Tata
550000,50000,Diesel,Individual,Manual,First Owner,12,Hyundai
220000,120000,Diesel,Individual,Manual,Second Owner,16,Tata
500000,20000,Petrol,Individual,Manual,First Owner,7,Maruti
140000,30000,Petrol,Individual,Manual,First Owner,16,Maruti
325000,60000,Diesel,Individual,Manual,First Owner,13,Maruti
210000,90000,Petrol,Individual,Manual,Third Owner,16,Hyundai
110000,90000,Petrol,Individual,Manual,Second Owner,18,Maruti
1200000,25000,Diesel,Individual,Manual,First Owner,7,Hyundai
229999,40000,Petrol,Individual,Manual,First Owner,9,Maruti
165000,132000,Petrol,Individual,Manual,First Owner,20,Maruti
525000,10980,Petrol,Dealer,Automatic,First Owner,8,Tata
325000,20629,Petrol,Dealer,Manual,First Owner,8,Hyundai
1500000,50000,Diesel,Individual,Manual,First Owner,8,Toyota
400000,30000,Petrol,Individual,Automatic,First Owner,11,Hyundai
550000,69782,Petrol,Dealer,Manual,First Owner,11,Maruti
98000,54000,Petrol,Individual,Manual,First Owner,23,Maruti
900000,63654,Diesel,Dealer,Manual,First Owner,13,Mahindra
700000,60000,Diesel,Individual,Manual,First Owner,9,Renault
890000,52000,Diesel,Dealer,Manual,First Owner,11,Mahindra
490000,59385,Diesel,Dealer,Manual,First Owner,11,Maruti
525000,70378,Petrol,Dealer,Manual,First Owner,11,Hyundai
330000,55425,Petrol,Dealer,Manual,First Owner,13,Maruti
550000,78413,Diesel,Dealer,Manual,Second Owner,13,Mahindra
790000,40890,Diesel,Dealer,Manual,First Owner,8,Mahindra
350000,34823,Petrol,Dealer,Manual,Second Owner,11,Honda
1700000,75000,Diesel,Individual,Automatic,First Owner,9,Toyota
750000,55545,Diesel,Dealer,Manual,First Owner,9,Maruti
409999,56541,Diesel,Dealer,Manual,First Owner,12,Honda
220000,43700,Petrol,Individual,Manual,First Owner,10,Hyundai
68000,120000,Petrol,Individual,Manual,Second Owner,17,Tata
290000,20000,Petrol,Individual,Manual,First Owner,9,Hyundai
600000,27483,Diesel,Dealer,Manual,First Owner,12,Honda
470000,8000,Petrol,Individual,Manual,First Owner,7,Maruti
150000,30000,Petrol,Individual,Manual,First Owner,18,Hyundai
180000,56207,Petrol,Dealer,Manual,Second Owner,12,Maruti
80000,70000,Petrol,Individual,Manual,First Owner,20,Maruti
875000,1440,Petrol,Individual,Manual,First Owner,8,Honda
300000,50000,Petrol,Individual,Manual,First Owner,7,Maruti
2800000,20000,Diesel,Individual,Automatic,First Owner,9,Toyota
1330000,91195,Diesel,Dealer,Manual,First Owner,9,Toyota
220000,63657,Diesel,Dealer,Manual,First Owner,15,Volkswagen
250000,60000,Diesel,Individual,Manual,First Owner,13,Mahindra
919999,75000,Diesel,Dealer,Manual,First Owner,10,Toyota
380000,97248,Petrol,Dealer,Manual,First Owner,13,Volkswagen
450000,46000,Diesel,Individual,Manual,First Owner,14,Maruti
770000,10000,Petrol,Individual,Automatic,First Owner,10,Hyundai
550000,80000,Diesel,Individual,Manual,First Owner,8,Maruti
320000,100000,Diesel,Individual,Manual,Second Owner,15,Tata
400000,35000,Petrol,Individual,Manual,First Owner,13,Maruti
450000,50000,Petrol,Individual,Automatic,First Owner,9,Maruti
220000,90000,Diesel,Individual,Manual,Third Owner,15,Maruti
400000,150000,Diesel,Individual,Manual,Second Owner,14,Mahindra
530000,89000,Petrol,Individual,Manual,Second Owner,13,Hyundai
390000,60000,Diesel,Individual,Manual,Second Owner,12,Maruti
185000,100000,Diesel,Individual,Manual,Second Owner,14,Fiat
300000,100000,Petrol,Individual,Manual,Second Owner,14,Maruti
575000,90000,Diesel,Individual,Manual,Second Owner,12,Maruti
300000,75000,Petrol,Individual,Manual,First Owner,12,Maruti
425000,36000,Diesel,Dealer,Manual,First Owner,9,Toyota
350000,12000,Petrol,Individual,Manual,First Owner,10,Hyundai
550000,12997,Diesel,Dealer,Manual,First Owner,9,Honda
500000,40000,Petrol,Individual,Automatic,First Owner,9,Maruti
600000,60000,Diesel,Individual,Manual,First Owner,11,Mahindra
300000,25000,Diesel,Individual,Manual,Second Owner,13,Mahindra
1150000,26430,Diesel,Dealer,Manual,First Owner,8,Hyundai
475000,24600,Petrol,Dealer,Manual,First Owner,11,Maruti
260000,28481,Petrol,Dealer,Manual,First Owner,15,Maruti
350000,100000,Petrol,Individual,Manual,First Owner,13,Ford
750000,41988,Diesel,Dealer,Manual,First Owner,13,Mahindra
180000,30375,Petrol,Dealer,Manual,First Owner,17,Maruti
350000,7658,Petrol,Dealer,Automatic,First Owner,9,Renault
611000,34400,Diesel,Dealer,Manual,First Owner,9,Maruti
325000,18500,Petrol,Dealer,Manual,First Owner,9,Renault
225000,48000,Petrol,Dealer,Manual,First Owner,14,Hyundai
300000,28942,Petrol,Dealer,Automatic,First Owner,12,Maruti
400000,50000,Diesel,Individual,Manual,Second Owner,9,Mahindra
711000,53600,Diesel,Dealer,Manual,First Owner,14,Mahindra
851000,53652,Diesel,Dealer,Manual,First Owner,11,Toyota
500000,25000,Petrol,Individual,Manual,First Owner,12,Maruti
250000,80000,Diesel,Individual,Manual,Second Owner,19,Toyota
150000,50000,Petrol,Individual,Manual,First Owner,9,Maruti
610000,15000,Diesel,Individual,Manual,Second Owner,10,Mahindra
450000,5000,Petrol,Individual,Manual,First Owner,8,Mahindra
744000,106000,Diesel,Individual,Manual,First Owner,9,Hyundai
120000,100000,Petrol,Individual,Manual,Third Owner,18,Chevrolet
220000,60000,Petrol,Individual,Manual,Third Owner,10,Renault
480000,120000,Diesel,Individual,Manual,Fourth & Above Owner,14,Maruti
370000,82000,Petrol,Individual,Automatic,First Owner,9,Maruti
55000,35000,Diesel,Individual,Manual,Second Owner,23,Fiat
125000,205000,Petrol,Individual,Manual,First Owner,13,Hyundai
260000,125000,Diesel,Individual,Manual,Third Owner,15,Hyundai
350000,130000,Diesel,Individual,Manual,First Owner,11,Fiat
170000,97000,CNG,Individual,Manual,Second Owner,14,Maruti
350000,90000,Petrol,Individual,Manual,Second Owner,11,Hyundai
250000,60000,Petrol,Individual,Manual,Third Owner,17,Maruti
170000,60000,Diesel,Individual,Manual,First Owner,13,Tata
1300000,35000,Diesel,Individual,Manual,First Owner,8,Mahindra
550000,25000,Petrol,Individual,Manual,First Owner,7,Hyundai
400000,15000,Petrol,Individual,Manual,First Owner,9,Honda
120000,20000,Petrol,Individual,Manual,First Owner,15,Tata
275000,70000,Petrol,Individual,Manual,First Owner,16,Ford
285000,90000,Petrol,Individual,Manual,First Owner,10,Tata
900000,80000,Diesel,Individual,Manual,First Owner,10,Hyundai
2500000,79500,Diesel,Individual,Automatic,Second Owner,12,Mercedes-Benz
620000,70000,Diesel,Individual,Manual,Second Owner,13,Hyundai
